word	count	sources	reason	engine
ভক্তিভাবে	10	literature	normalized_variant	ভক্তিভাব
পদচিহ্নে	10	literature	already_resolves	পদচিহ্নে
সত্যানন্দের	10	literature	already_resolves	সত্যানন্দের
কিমপি	10	literature	already_resolves	কিমপি
মহিমের	10	literature	already_resolves	মহিমের
উন্নিসাকে	10	literature	normalized_variant	উন্নতিকে
মৃণ্ময়ি	10	literature	normalized_variant	মৃন্ময়ী
চতুরে	10	literature	normalized_variant	চতুর
ঘোষালদের	10	literature	already_resolves	ঘোষালদের
শীতলের	10	literature	already_resolves	শীতলের
ময়নাদ্বীপি	10	literature	already_resolves	ময়নাদ্বীপি
অপণে	10	literature	normalized_variant	পণে
কিম্পি	10	literature	normalized_variant	কিমি
লইআ	10	literature	normalized_variant	লইয়া
কিঅ	10	literature	normalized_variant	কড়িও
নিচ্চল	10	literature	normalized_variant	নিকোল
কুলেঁ	10	literature	normalized_variant	কুলে
প্রভাস্বর	10	literature	normalized_variant	প্রভাসচন্দ্র
তহিঁ	10	literature	normalized_variant	তঁহি
শ্রীহেবজ্রে	10	literature	already_resolves	শ্রীহেবজ্রে
কশ্চিৎ	10	literature	normalized_variant	কষছিল
অনেন	10	literature	normalized_variant	অন্নে
জ্ঞানমুদ্রা	10	literature	normalized_variant	জ্ঞানমূলকের
বাহতু	10	literature	normalized_variant	বাহাত
উঠচে	10	literature	normalized_variant	উঠছে
গাত্তি	10	literature	normalized_variant	গাট্টি
যোগমায়াকে	10	literature	already_resolves	যোগমায়াকে
চক্ষুতে	9	literature	already_resolves	চক্ষুতে
সকালবেলাকার	9	literature	normalized_variant	সকালবেলার
সারারাত্রি	9	literature	already_resolves	সারারাত্রি
শৈলবালার	9	literature	already_resolves	শৈলবালার
চকিতের	9	literature	already_resolves	চকিতের
দাড়াইয়া	9	literature	normalized_variant	দাঁড়াইয়া
তাঁহাকেই	9	literature	normalized_variant	তাহাকে
তাহাকেও	9	literature	normalized_variant	তাহাকে
মুদীর	9	literature	normalized_variant	মুদির
বলেচি	9	literature	normalized_variant	বলেছি
সহরের	9	literature	normalized_variant	শহরের
হইবামাত্র	9	literature	normalized_variant	হওয়ামাত্র
গণিয়া	9	literature	normalized_variant	গনিয়া
গাড়ীতে	9	literature	already_resolves	গাড়ীতে
সর্ব্ব	9	literature	normalized_variant	সব
কাজকর্ম্ম	9	literature	normalized_variant	কাজকর্ম
চণ্ডীমণ্ডপের	9	literature	already_resolves	চণ্ডীমণ্ডপের
নেবুর	9	literature	already_resolves	নেবুর
মর্তে	9	literature	normalized_variant	মরতে
নন্দর	9	literature	normalized_variant	নন্দার
পাঠানেরা	9	literature	already_resolves	পাঠানেরা
মতিবিবি	9	literature	already_resolves	মতিবিবি
পুত্ত্র	9	literature	normalized_variant	পাট
কছিলেন	9	literature	already_resolves	কছিলেন
বিমলাও	9	literature	normalized_variant	বিমলা
কেতুপুর	9	literature	already_resolves	কেতুপুর
উলুপী	9	literature	normalized_variant	উলূপী
শান্তিদেবের	9	literature	already_resolves	শান্তিদেবের
অবধূতী	9	literature	already_resolves	অবধূতী
জইসা	9	literature	normalized_variant	জয়া
সুণ	9	literature	normalized_variant	সুন
ধমণ	9	literature	normalized_variant	ধমনি
একু	9	literature	already_resolves	একু
জুতুও	9	literature	normalized_variant	জুতো
তসু	9	literature	normalized_variant	তছু
কুর্য্যাৎ	9	literature	normalized_variant	কূর্মাবতার
কথিতং	9	literature	already_resolves	কথিতং
অস্য	9	literature	normalized_variant	আস্য
ভ্রান্ত্যা	9	literature	already_resolves	ভ্রান্ত্যা
সবরী	9	literature	normalized_variant	শবরী
সিদ্ধাচার্য্যো	9	literature	normalized_variant	সিদ্ধাচার্যদের
জ্বলচে	9	literature	normalized_variant	জ্বলছে
ভারেজের	9	literature	already_resolves	ভারেজের
চিমানিমানি	9	literature	already_resolves	চিমানিমানি
মবারকের	9	literature	normalized_variant	মোবারকের
হতবুদ্ধির	8	literature	already_resolves	হতবুদ্ধির
ইহাতেই	8	literature	already_resolves	ইহাতেই
যোলো	8	literature	normalized_variant	জ্বলো
অত্যুচ্চ	8	literature	normalized_variant	অত্যুক্তি
হাস্যের	8	literature	already_resolves	হাস্যের
গৃহদ্বারে	8	literature	already_resolves	গৃহদ্বারে
নীচেই	8	literature	normalized_variant	নিচেই
বিপিনের	8	literature	already_resolves	বিপিনের
শ্রীপতির	8	literature	already_resolves	শ্রীপতির
বুঢ়া	8	literature	normalized_variant	বুরা
সৈরি	8	literature	normalized_variant	স্বৈরী
পারিলেই	8	literature	normalized_variant	পারিলে
দেখিয়াও	8	literature	normalized_variant	দেখিয়া
গিয়াই	8	literature	normalized_variant	গিজায়
দেখচি	8	literature	normalized_variant	দেখছি
করেচ	8	literature	normalized_variant	করেছ
অধোবদনে	8	literature	already_resolves	অধোবদনে
পেয়েচি	8	literature	normalized_variant	পেয়েছি
চারিদিকের	8	literature	already_resolves	চারিদিকের
চাহিয়াও	8	literature	normalized_variant	চাহিয়া
সর্ব্বাগ্রে	8	literature	normalized_variant	সর্বক্ষেত্রে
ইন্দ্রকে	8	literature	already_resolves	ইন্দ্রকে
নির্ব্বিঘ্নে	8	literature	normalized_variant	নির্বিঘ্নে
প্রধাবিত	8	literature	normalized_variant	প্রভাবিত
বাড়ীতেই	8	literature	normalized_variant	বাড়িতেই
মার্জ্জনা	8	literature	normalized_variant	মার্জনা
নিরুত্তরে	8	literature	already_resolves	নিরুত্তরে
পর্য্যন্তও	8	literature	normalized_variant	পর্য্যন্ত
গুরুজীর	8	literature	normalized_variant	গুরুজির
খুকীর	8	literature	normalized_variant	খুকির
বেরিয়েচে	8	literature	normalized_variant	বেরিয়েছে
গর্ত্ত	8	literature	normalized_variant	গট
ত্বং	8	literature	normalized_variant	টং
যোড়হাত	8	literature	normalized_variant	জোড়হাত
উর্দ্ধশ্বাসে	8	literature	normalized_variant	রুদ্ধশ্বাসে
পরেশবাবুদের	8	literature	already_resolves	পরেশবাবুদের
শৈলেশ্বরের	8	literature	already_resolves	শৈলেশ্বরের
পীরপুরের	8	literature	already_resolves	পীরপুরের
শেতলবাবু	8	literature	already_resolves	শেতলবাবু
পদকর্ত্তাদের	8	literature	normalized_variant	পদকর্তাদের
ভণতি	8	literature	normalized_variant	বোনটি
অর্থার্ষ	8	literature	normalized_variant	অর্থার
পদকর্ত্তা	8	literature	normalized_variant	পদকর্তা
ভুসু	8	literature	already_resolves	ভুসু
কীস	8	literature	normalized_variant	কিইস
চমণ	8	literature	normalized_variant	চমন
এঅং	8	literature	normalized_variant	অং
যস্মাৎ	8	literature	normalized_variant	জমাট
দদাতি	8	literature	already_resolves	দদাতি
তর্হি	8	literature	normalized_variant	তরি
সিদ্ধং	8	literature	already_resolves	সিদ্ধং
তস্যা	8	literature	already_resolves	তস্যা
এতদেবাহ	8	literature	already_resolves	এতদেবাহ
তমাহ	8	literature	normalized_variant	তোমা
মোক্ষং	8	literature	normalized_variant	মোক্ষণ
পবণ	8	literature	normalized_variant	পবন
পইসই	8	literature	normalized_variant	পেসে
যং	8	literature	normalized_variant	জং
অপণা	8	literature	normalized_variant	অপনা
কহিঁ	8	literature	normalized_variant	কহি
উমত	8	literature	normalized_variant	উম্মত
শবরো	8	literature	normalized_variant	শবর
দাহিণ	8	literature	normalized_variant	ডাহিন
মাঝেঁ	8	literature	normalized_variant	মাঝে
চিঅরাঅ	8	literature	normalized_variant	চড়াও
তাহোলে	8	literature	normalized_variant	তাহলে
কুলীরা	8	literature	already_resolves	কুলীরা
পর্টুগিজ	8	literature	normalized_variant	পর্তুগিজ
লিসি	8	literature	normalized_variant	লিচ্ছি
উদয়পুরে	8	literature	already_resolves	উদয়পুরে
চাটুজ্যেদের	8	literature	already_resolves	চাটুজ্যেদের
কালুদা	8	literature	already_resolves	কালুদা
হেমনলিনীকে	8	literature	already_resolves	হেমনলিনীকে
পহরে	8	literature	normalized_variant	ফোরে
শুপুরির	8	literature	normalized_variant	সুপুরির
একরাত্রি	7	literature	normalized_variant	একরাত্রী
চুলগুলি	7	literature	already_resolves	চুলগুলি
রাত্রিও	7	literature	normalized_variant	রেশিও
বিবাহটা	7	literature	already_resolves	বিবাহটা
নৌকাগুলি	7	literature	already_resolves	নৌকাগুলি
মকদ্দমায়	7	literature	normalized_variant	মোকদ্দমায়
আঁকড়িয়া	7	literature	normalized_variant	আকড়িয়া
গবর্মেণ্টের	7	literature	normalized_variant	গবর্নমেন্ট
বনমালীর	7	literature	already_resolves	বনমালীর
মাস্টারমশায়	7	literature	normalized_variant	মাস্টারমশাই
কুলীনের	7	literature	already_resolves	কুলীনের
হিমাংশুদের	7	literature	already_resolves	হিমাংশুদের
রাত্রিটা	7	literature	already_resolves	রাত্রিটা
থাকিলেই	7	literature	normalized_variant	থাকিলে
থাকিতেই	7	literature	already_resolves	থাকিতেই
ষে	7	literature	normalized_variant	শে
তক্তাপোশের	7	literature	already_resolves	তক্তাপোশের
চন্দ্রমুখীকে	7	literature	already_resolves	চন্দ্রমুখীকে
মরেচে	7	literature	normalized_variant	মরেছে
মূর্চ্ছিত	7	literature	normalized_variant	মূর্ছিত
স্ত্রীলোকে	7	literature	normalized_variant	স্ত্রীলোক
ছোটবাবুর	7	literature	already_resolves	ছোটবাবুর
হুঁকাটা	7	literature	normalized_variant	হুক্কাটা
চাহিতেই	7	literature	already_resolves	চাহিতেই
দুর্জ্জয়	7	literature	normalized_variant	দুর্জয়
মুহূর্ত্তের	7	literature	normalized_variant	মুহূর্তের
জীকে	7	literature	normalized_variant	জয়ীকে
বিক্রী	7	literature	normalized_variant	বিক্রিি
খিড়কীর	7	literature	normalized_variant	খিড়কি
বেই	7	literature	normalized_variant	বেড়ি
ঘেঁসিয়া	7	literature	normalized_variant	ঘেঁষিয়া
শকুনির	7	literature	already_resolves	শকুনির
বঙ্কুর	7	literature	already_resolves	বঙ্কুর
রেখেচে	7	literature	normalized_variant	রেখেছে
হুঁস	7	literature	normalized_variant	হুস
বেড়িয়া	7	literature	normalized_variant	বেরিয়া
বইচে	7	literature	normalized_variant	বইছে
নির্জ্জনে	7	literature	normalized_variant	নির্জনে
দিচ্চে	7	literature	normalized_variant	দিচ্ছে
চড়িলে	7	literature	normalized_variant	চরিলে
তিলার্দ্ধ	7	literature	normalized_variant	তিলার্ধ
বৈকালের	7	literature	already_resolves	বৈকালের
বঙ্গদর্শনে	7	literature	already_resolves	বঙ্গদর্শনে
দুর্ব্বল	7	literature	normalized_variant	দুর্বল
হৃষ্টচিত্তে	7	literature	already_resolves	হৃষ্টচিত্তে
টুমি	7	literature	normalized_variant	তুমি
তৎপরে	7	literature	already_resolves	তৎপরে
মূঢ়ের	7	literature	already_resolves	মূঢ়ের
হিঁদু	7	literature	normalized_variant	হিউ
গোরাদের	7	literature	normalized_variant	গরাদের
বক্তিয়ার	7	literature	normalized_variant	বকতিয়ার
মনোরমাকে	7	literature	already_resolves	মনোরমাকে
প্রধানা	7	literature	already_resolves	প্রধানা
ইহাঁর	7	literature	normalized_variant	ইহার
শিবিকার	7	literature	already_resolves	শিবিকার
সৈদ	7	literature	normalized_variant	সৈয়দ
সেখজী	7	literature	already_resolves	সেখজী
তিলোত্তম	7	literature	normalized_variant	তিলোত্তমা
তাম	7	literature	normalized_variant	টাম
আপিমের	7	literature	normalized_variant	আফিমের
গণশা	7	literature	normalized_variant	গুছা
দুগা	7	literature	normalized_variant	দুগ্গা
বৌদ্ধধর্ম্মের	7	literature	normalized_variant	বৌদ্ধধর্মের
রাউতু	7	literature	already_resolves	রাউতু
জগু	7	literature	already_resolves	জগু
কইসেঁ	7	literature	normalized_variant	কইসে
চীএ	7	literature	normalized_variant	চে
করিঅ	7	literature	normalized_variant	করিও
করিঅই	7	literature	normalized_variant	করিও
করণক	7	literature	normalized_variant	করুক
দিঠা	7	literature	normalized_variant	দিতা
বারাহী	7	literature	normalized_variant	বারী
জ্ঞায়তে	7	literature	normalized_variant	যাইতে
বহই	7	literature	normalized_variant	বহয়ি
উঅন্তি	7	literature	normalized_variant	অন্তি
তিঅ	7	literature	normalized_variant	টিও
প্রভাস্বরে	7	literature	normalized_variant	প্রভাসচন্দ্র
মহু	7	literature	normalized_variant	মোহ
সহজং	7	literature	already_resolves	সহজং
ত্যাদি	7	literature	normalized_variant	ইত্যাদি
ণা	7	literature	normalized_variant	না
তদপি	7	literature	normalized_variant	টুপি
বিহায়	7	literature	normalized_variant	ভায়
তদাহ	7	literature	normalized_variant	টুডে
প্রাপ্যতে	7	literature	already_resolves	প্রাপ্যতে
তেনৈব	7	literature	already_resolves	তেনৈব
গুরূপদেশং	7	literature	already_resolves	গুরূপদেশং
জাণী	7	literature	normalized_variant	জানিই
কাহেরে	7	literature	normalized_variant	আখেরে
সদ্গুরু	7	literature	already_resolves	সদ্গুরু
এবেঁ	7	literature	normalized_variant	এবে
নাগার্জ্জুন	7	literature	normalized_variant	নাগার্জুন
কল্লোলঃ	7	literature	normalized_variant	কল্লোল
কাঅ	7	literature	normalized_variant	কাড়ো
তিরুমলের	7	literature	already_resolves	তিরুমলের
চলেচে	7	literature	normalized_variant	চলেছে
পর্ব্বতশ্রেণীর	7	literature	normalized_variant	পর্বতশ্রেণীর
জানোয়ারটার	7	literature	already_resolves	জানোয়ারটার
শিলঙে	7	literature	normalized_variant	শিলংয়ে
ুধু	7	literature	normalized_variant	উহু
শয়নগৃহের	6	literature	already_resolves	শয়নগৃহের
খোকাবাবুর	6	literature	already_resolves	খোকাবাবুর
অপূর্বকৃষ্ণ	6	literature	normalized_variant	অপূর্বদৃষ্ট
পাৎলা	6	literature	normalized_variant	পাতলা
দৌড়িয়া	6	literature	normalized_variant	দরিয়া
পড়িলেই	6	literature	normalized_variant	পড়িলে
সতেজে	6	literature	already_resolves	সতেজে
অঙ্গুলিতে	6	literature	already_resolves	অঙ্গুলিতে
শুনিলেই	6	literature	normalized_variant	শুনিলে
রাগিণীতে	6	literature	normalized_variant	রাগিনীতে
চক্রবর্তীদের	6	literature	already_resolves	চক্রবর্তীদের
প্রত্যূষে	6	literature	normalized_variant	প্রত্যুষে
তুলিতেই	6	literature	already_resolves	তুলিতেই
তুলিলে	6	literature	already_resolves	তুলিলে
রাধামুকুন্দের	6	literature	already_resolves	রাধামুকুন্দের
শশিভূষণের	6	literature	normalized_variant	শশীভূষণের
রাসমণিকে	6	literature	already_resolves	রাসমণিকে
শৈলবালাকে	6	literature	already_resolves	শৈলবালাকে
আসিবামাত্র	6	literature	already_resolves	আসিবামাত্র
উঠিয়াই	6	literature	normalized_variant	উঠিয়া
সর্পের	6	literature	already_resolves	সর্পের
আসিয়াও	6	literature	normalized_variant	আসিয়া
মহামায়াকে	6	literature	already_resolves	মহামায়াকে
পিসিকে	6	literature	already_resolves	পিসিকে
টেঁকে	6	literature	normalized_variant	টেকে
দেখিতেই	6	literature	already_resolves	দেখিতেই
প্যারীমোহন	6	literature	normalized_variant	প্যারীচরণ
মন্ত্রণার	6	literature	already_resolves	মন্ত্রণার
জানিয়াও	6	literature	normalized_variant	জানিয়া
কলিকার	6	literature	already_resolves	কলিকার
মন্মথর	6	literature	already_resolves	মন্মথর
কাশীশ্বরী	6	literature	already_resolves	কাশীশ্বরী
চিত্রগুলি	6	literature	already_resolves	চিত্রগুলি
পারিলেও	6	literature	normalized_variant	পারিলে
শুনেচি	6	literature	normalized_variant	শুনেছি
বুঝেচি	6	literature	normalized_variant	বুঝেছি
যাচ্চ	6	literature	normalized_variant	যাচ্ছ
দিয়েচ	6	literature	normalized_variant	দিয়েছ
শুনিয়াও	6	literature	normalized_variant	শুনিয়া
শুনেচ	6	literature	normalized_variant	শুনেছ
বলেচে	6	literature	normalized_variant	বলেছে
পিসীমা	6	literature	normalized_variant	পিসিমা
ষ্টীমার	6	literature	normalized_variant	স্টীমার
ঐখানে	6	literature	normalized_variant	ওইখানে
মর্ম্ম	6	literature	normalized_variant	মম
মর্ম্মান্তিক	6	literature	normalized_variant	মর্মান্তিক
সর্ব্বাঙ্গে	6	literature	normalized_variant	সর্ব্বাপেক্ষা
সর্ব্বত্রই	6	literature	normalized_variant	সর্বক্ষেত্রে
পর্দ্দা	6	literature	normalized_variant	পরোটা
সগর্ব্বে	6	literature	normalized_variant	সগর্বে
করেচেন	6	literature	normalized_variant	করেছেন
চতুর্দ্দিক	6	literature	normalized_variant	চতুর্দিক
নিয়েচে	6	literature	normalized_variant	নিয়েছে
চাহিয়াই	6	literature	normalized_variant	চাহিয়া
ছোটলোকদের	6	literature	already_resolves	ছোটলোকদের
বর্দ্ধমান	6	literature	normalized_variant	বর্ধমান
শ্বশুরবাড়ী	6	literature	normalized_variant	শ্বশুরবাড়ি
নিশ্চিন্দিপুর	6	literature	normalized_variant	নিশ্চিন্দিপুরের
তুলিবে	6	literature	already_resolves	তুলিবে
সন্দে	6	literature	normalized_variant	সনদে
সর্ব্বশরীর	6	literature	normalized_variant	সর্বক্ষেত্রেই
পুরোণো	6	literature	normalized_variant	পুরনো
তাহ	6	literature	normalized_variant	টাহ
কথাবার্ত্তায়	6	literature	normalized_variant	কথাবার্তায়
খ্রীষ্টাব্দে	6	literature	already_resolves	খ্রীষ্টাব্দে
সর্ব্বপ্রথম	6	literature	normalized_variant	সর্ব্বপ্রধান
সুজলাং	6	literature	already_resolves	সুজলাং
নমামি	6	literature	already_resolves	নমামি
লুঠিয়া	6	literature	normalized_variant	উঠিয়া
পর্ব্বতশ্রেণী	6	literature	normalized_variant	পর্বতশ্রেণী
কার্য্যোদ্ধার	6	literature	normalized_variant	কার্যউপদেষ্টা
পরিবর্ত্তিত	6	literature	normalized_variant	পরিবর্তিত
হিঁ	6	literature	normalized_variant	হি
রোষে	6	literature	normalized_variant	রোশে
ভারতভাগ্যবিধাতা	6	literature	already_resolves	ভারতভাগ্যবিধাতা
গবাক্ষের	6	literature	already_resolves	গবাক্ষের
গোরাও	6	literature	normalized_variant	গড়াও
শশিমুখীকে	6	literature	already_resolves	শশিমুখীকে
মহিমকে	6	literature	normalized_variant	মহিমাকে
খুড়ার	6	literature	already_resolves	খুড়ার
দুর্ভাগ্যবশতঃ	6	literature	normalized_variant	দুর্ভাগ্যবশত
চর্ব্বণ	6	literature	normalized_variant	চর্বণ
হর্ষোৎফুল্ল	6	literature	normalized_variant	হর্ষোত্ফুল্ল
প্রসাদে	6	literature	already_resolves	প্রসাদে
সন্নিধানে	6	literature	already_resolves	সন্নিধানে
সপ্তগ্রামের	6	literature	already_resolves	সপ্তগ্রামের
বেড়াচ্চে	6	literature	normalized_variant	বেড়াচ্ছে
মাসীকে	6	literature	normalized_variant	মাসিকে
রামাই	6	literature	normalized_variant	রামা
জেহি	6	literature	normalized_variant	ঝি
ণামে	6	literature	normalized_variant	নামে
অম্ভে	6	literature	already_resolves	অম্ভে
তইসো	6	literature	normalized_variant	টোর্স
বিশেসো	6	literature	normalized_variant	বিশেষ
করউ	6	literature	normalized_variant	করো
কংখা	6	literature	already_resolves	কংখা
মধ্যদেশে	6	literature	already_resolves	মধ্যদেশে
মহাযানের	6	literature	already_resolves	মহাযানের
সরহপাদের	6	literature	already_resolves	সরহপাদের
তেঙ্গুর	6	literature	normalized_variant	টেগোর
অদঅ	6	literature	normalized_variant	অদু
জানমি	6	literature	normalized_variant	জানোই
অইস	6	literature	normalized_variant	ঐশ
রঅণ	6	literature	normalized_variant	রান
ভণ	6	literature	normalized_variant	ভন
কাআ	6	literature	normalized_variant	কায়া
পইঠো	6	literature	normalized_variant	পিঠা
পুচ্ছিঅ	6	literature	normalized_variant	পুচ্ছ
এড়িএউ	6	literature	normalized_variant	এড়িয়ে
ছান্দক	6	literature	already_resolves	ছান্দক
কিন্তো	6	literature	normalized_variant	কিন্ত
রাআ	6	literature	normalized_variant	রায়া
পদকর্ত্তার	6	literature	already_resolves	পদকর্ত্তার
সুণু	6	literature	normalized_variant	সুনু
তত্রৈব	6	literature	normalized_variant	তত্র
মূলং	6	literature	already_resolves	মূলং
পুণো	6	literature	normalized_variant	পুনঃ
মন্তো	6	literature	normalized_variant	মন্তা
চউ	6	literature	normalized_variant	চৌ
গউ	6	literature	normalized_variant	গৌড়
তিম	6	literature	normalized_variant	টিম
খাঅ	6	literature	normalized_variant	খাও
করোষি	6	literature	normalized_variant	কড়সি
ঘরেঁ	6	literature	normalized_variant	ঘরে
ভবেৎ	6	literature	normalized_variant	ভবে
সিধ্যতি	6	literature	already_resolves	সিধ্যতি
স্যাদিতি	6	literature	already_resolves	স্যাদিতি
নিশ্চয়ঃ	6	literature	normalized_variant	নিশ্চয়
চেৎ	6	literature	normalized_variant	চেত
পরিজ্ঞানে	6	literature	already_resolves	পরিজ্ঞানে
চাহন্তে	6	literature	normalized_variant	চাহনিতে
আত্মনা	6	literature	already_resolves	আত্মনা
পশ্যতি	6	literature	already_resolves	পশ্যতি
হিঅ	6	literature	normalized_variant	হিয়া
পু	6	literature	normalized_variant	পুড়
তমেব	6	literature	normalized_variant	টোমে
কুম্ভীরে	6	literature	already_resolves	কুম্ভীরে
চর্য্যা	6	literature	normalized_variant	চর্যা
সএল	6	literature	normalized_variant	সয়েল
অতঃ	6	literature	normalized_variant	অটো
চিহ্ণ	6	literature	normalized_variant	চিহ্ন
বিমন	6	literature	normalized_variant	বিমান
আর্য্যদেব	6	literature	normalized_variant	আর্যদেব
ধুনিয়া	6	literature	normalized_variant	উধুনিয়া
অরণ্যানীর	6	literature	already_resolves	অরণ্যানীর
ইউকা	6	literature	already_resolves	ইউকা
গুহাটা	6	literature	already_resolves	গুহাটা
রাণাকে	6	literature	normalized_variant	রানাকে
নুরনগরে	6	literature	normalized_variant	নূরনগরে
ভালোবাসিতেন	5	literature	normalized_variant	ভালবাসিতেন
চারিবার	5	literature	normalized_variant	ছাড়িবার
পশ্চাতের	5	literature	already_resolves	পশ্চাতের
উর্ধ্বশ্বাসে	5	literature	normalized_variant	ঊর্ধ্বশ্বাসে
পৌছিল	5	literature	already_resolves	পৌছিল
হেনকালে	5	literature	already_resolves	হেনকালে
সবগুলিই	5	literature	normalized_variant	সবগুলি
শরৎকালের	5	literature	already_resolves	শরৎকালের
মত্যুর	5	literature	normalized_variant	মতিয়ুর
তাহদের	5	literature	normalized_variant	তাহাদের
পঞ্জরে	5	literature	already_resolves	পঞ্জরে
সন্ধ্যাবেলাকার	5	literature	normalized_variant	সন্ধ্যাবেলার
সর্বশরীর	5	literature	normalized_variant	সর্বশ্রেণীর
জোগাইল	5	literature	normalized_variant	জগাই
রামলোচনের	5	literature	already_resolves	রামলোচনের
চন্দরাকে	5	literature	already_resolves	চন্দরাকে
শরীরটি	5	literature	normalized_variant	শরীরটাই
কিছুকালের	5	literature	already_resolves	কিছুকালের
ছোটোবড়ো	5	literature	normalized_variant	ছোটবড়
উন্মত্তের	5	literature	already_resolves	উন্মত্তের
পৌছাইয়া	5	literature	normalized_variant	পৌঁছাইয়া
ঢুকিতেই	5	literature	already_resolves	ঢুকিতেই
ভতা	5	literature	normalized_variant	ভোঁতা
নিস্তব্ধে	5	literature	already_resolves	নিস্তব্ধে
সাতমহলা	5	literature	normalized_variant	সাতমহল
দৃষ্টিপাতে	5	literature	already_resolves	দৃষ্টিপাতে
দালিয়ার	5	literature	normalized_variant	ডালিয়ার
হৈমকে	5	literature	already_resolves	হৈমকে
কোটালের	5	literature	normalized_variant	কোতালের
অন্তর্যামীই	5	literature	normalized_variant	অন্তর্যামী
আলন্দি	5	literature	already_resolves	আলন্দি
শ্যামাচরণের	5	literature	already_resolves	শ্যামাচরণের
বহিগুলি	5	literature	already_resolves	বহিগুলি
মেসোর	5	literature	normalized_variant	মেসো
বিধুমুখীর	5	literature	already_resolves	বিধুমুখীর
সুকুমারীর	5	literature	already_resolves	সুকুমারীর
পিস্তলটা	5	literature	normalized_variant	পিস্তলটি
বুলোতে	5	literature	normalized_variant	বুলতে
ন্যায়শাস্ত্রের	5	literature	already_resolves	ন্যায়শাস্ত্রের
পার্ব্বতীও	5	literature	normalized_variant	পার্ব্বতী
যুক্তকরে	5	literature	already_resolves	যুক্তকরে
ধর্ম্মদাসকে	5	literature	already_resolves	ধর্ম্মদাসকে
কোনদিনই	5	literature	normalized_variant	কোনোদিনই
বেশীক্ষণ	5	literature	already_resolves	বেশীক্ষণ
লেগেচে	5	literature	normalized_variant	লেগেছে
কক্ষান্তরে	5	literature	already_resolves	কক্ষান্তরে
তুলিয়াই	5	literature	normalized_variant	তুলিয়া
পেরেচে	5	literature	normalized_variant	পেরেছে
হয়েচ	5	literature	normalized_variant	হয়েছ
এণ্ড	5	literature	normalized_variant	এন্ড
তর্জ্জন	5	literature	normalized_variant	তর্জনগর্জন
নির্ব্বাক	5	literature	normalized_variant	নির্বাক
দেখেচো	5	literature	normalized_variant	দেখেছ
আর্ত্তনাদ	5	literature	normalized_variant	আর্তনাদ
সজিনার	5	literature	normalized_variant	শজিনার
কুটীরের	5	literature	normalized_variant	কুটিরের
সহধর্ম্মিণী	5	literature	normalized_variant	সহধর্মিণী
সর্ব্বদাই	5	literature	normalized_variant	সর্ব্বপ্রধান
এনেচি	5	literature	normalized_variant	এনেছি
ভাবচি	5	literature	normalized_variant	ভাবছি
পেরেচি	5	literature	normalized_variant	পেরেছি
ঢিপির	5	literature	already_resolves	ঢিপির
কিতে	5	literature	normalized_variant	কাইট
আশীর্ব্বাদে	5	literature	already_resolves	আশীর্ব্বাদে
পুরাণো	5	literature	normalized_variant	পুরানো
ড়া	5	literature	normalized_variant	রা
লইতেই	5	literature	normalized_variant	লইতে
পূর্ব্বেও	5	literature	normalized_variant	পূর্ব্বের
সংসর্গে	5	literature	already_resolves	সংসর্গে
সাধুজী	5	literature	already_resolves	সাধুজী
একঠো	5	literature	normalized_variant	একথা
বেহারী	5	literature	normalized_variant	ভারী
একখানিতে	5	literature	already_resolves	একখানিতে
কথাবার্ত্তার	5	literature	already_resolves	কথাবার্ত্তার
খিড়কী	5	literature	normalized_variant	খিড়কি
খেও	5	literature	normalized_variant	খেয়ো
হোত	5	literature	normalized_variant	হত
এইগুলো	5	literature	already_resolves	এইগুলো
প্রাণরক্ষার	5	literature	already_resolves	প্রাণরক্ষার
শীগগির	5	literature	normalized_variant	শিগগির
বিশ্বেস	5	literature	normalized_variant	বিশ্বে
ঢুকলো	5	literature	normalized_variant	ঢুকল
বীরভূমি	5	literature	normalized_variant	বীরভূম
ক্ব	5	literature	normalized_variant	কব
ঊর্দ্ধে	5	literature	normalized_variant	ঊর্ধে
মর্ম্মর	5	literature	normalized_variant	মর্মন
ক্ষীণালোকে	5	literature	already_resolves	ক্ষীণালোকে
ব্র	5	literature	normalized_variant	বড়র
মেয়েটী	5	literature	normalized_variant	মেয়েটিই
গর্ত্তে	5	literature	normalized_variant	গড়ে
চটীর	5	literature	normalized_variant	চটির
সেইখান	5	literature	normalized_variant	সেইখানে
পশ্চাদ্বর্ত্তী	5	literature	normalized_variant	পশ্চাদ্বর্তী
গায়িতেছিল	5	literature	already_resolves	গায়িতেছিল
পংক্তিতে	5	literature	already_resolves	পংক্তিতে
অর্দ্ধ	5	literature	normalized_variant	অর্ধ
ব্যস্তে	5	literature	already_resolves	ব্যস্তে
মায়ি	5	literature	normalized_variant	মায়ী
কোরবাণী	5	literature	normalized_variant	কোরবানী
বন্দার	5	literature	normalized_variant	বোনার
এইগুলি	5	literature	already_resolves	এইগুলি
পরমং	5	literature	normalized_variant	পরমাণ
বেহারাকে	5	literature	already_resolves	বেহারাকে
হারানবাবুও	5	literature	already_resolves	হারানবাবুও
এইজন্যেই	5	literature	normalized_variant	এজন্যেই
পাঁচশো	5	literature	normalized_variant	পাঁচশ
সেখানি	5	literature	already_resolves	সেখানি
কয়েকটী	5	literature	normalized_variant	কয়েকটি
